명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,좌석수,주차 시설,어린이놀이방,개업일,영업시간,쉬는날,대표메뉴,취급메뉴,할인정보,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,인허가번호
싱싱뽈락회,42203,,,대구광역시 수성구 수성못2길 17,35.8254810921,128.6232586852,"싱싱뽈락회는 대구광역시 수성구 두산동에 있다. 깔끔한 외관과 차분한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 뽈락세꼬시이며, 이 밖에 잡어회, 돌문어, 해산물모듬, 산곰장어 등이 준비되어 있다. 파동IC와 대구 지하철 3호선 수성못역에서 가깝다. 주변에는 아르떼 수성랜드와 수성유원지가 있어 연계 여행에 나서기 수월하다.",053-762-0010,,,있음/주차요금 없음,0,,15:00~01:00,일요일,뽈락세꼬시,"잡어회, 돌문어, 해산물 모듬, 산곰장어 등",,,가능,,,,20090174844
우니카트,42017,,,대구광역시 수성구 범어천로 151-4,35.8605159932,128.6220022658,"우니카트는 대구광역시 수성구 수성동4가에 있다. 이국적인 느낌의 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 대표 메뉴는 느타리버섯, 햄, 양파 등을 넣어 만든 버섯 샌드위치다. 이 밖에 연어 샌드위치, 아보카도 샌드위치, 통밀 샌드위치, 리코다 치즈 샐러드, 버섯 스프 등도 많은 사람이 찾는다. 아메리카노 등 각종 음료도 판다. 수성IC와 대구 지하철 2호선 범어역에서 가깝다. 주변에는 대구어린이교통랜드와 국립대구박물관이 있다.",053-267-0522,,,없음(가게 앞에 자리 있을 시 주차가능),0,,08:30~20:30,일요일,버섯 샌드위치,"연어 샌드위치, 아보카도 샌드위치, 통밀 샌드위치, 리코다 치즈 샐러드, 버섯 스프, 아메리카노 등 각종 음료",,,가능,가능,,"화장실:남녀 구분
",20140174633
울진왕돌참가자미회,42154,,,대구광역시 수성구 청수로3길 5,35.8414234891,128.6100538487,"울진왕돌참가자미회는 대구광역시 수성구 중동에 있다. 깔끔한 외관과 차분한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 참가자미 세꼬시이며, 참도다리 세꼬시, 자연산 모듬회, 참치회, 해산물 모듬, 고추장물회 등도 인기가 많다. 매운탕으로는 생우럭탕, 생아구탕, 생대구탕이 준비되어 있다. 파동IC에서 가깝고, 주변에는 아르떼 수성랜드와 고산골 공룡공원이 있다.",053-768-8896,,,있음/주차요금 없음,0,,12:00~23:00,연중무휴,참가자미 세꼬시,"참도다리 세꼬시, 자연산 모듬회, 참치회, 해산물 모듬. 고추장물회, 생우럭탕, 생아구탕, 생대구탕 등",,,가능,가능,가능,,20160174099
군위민속한우,39016,,,대구광역시 군위군 도군로 2656,36.2448157394,128.5629466878,"군위민속한우는 경상북도 군위군 군위읍 정리에 있는 불고기 무한리필 맛집이다. 국내산 한우 불고기를 마음껏 먹을 수 있다는 장점이 있어 인기가 많다. 단 채소는 일정 요금을 지불해야 추가할 수 있다. 불고기 외에 생고기, 육회, 육회비빔밥, 한우국밥 등이 있고 정육점에서 맘에 드는 고기를 고른 후 식당에 상차림 비용을 지불하면 맛볼 수 있는 구이용 한우도 인기가 많다. 군위 IC에서 가깝고, 주변에 군위힐링도시숲, 구니CC가 있다.",054-383-1199,,,있음,0,,10:30~20:30,연중무휴,한우불고기,"생고기, 육회, 육회비빔밥, 한우국밥, 구이용 한우 등",,,,,,,20100562022
청학식당,42425,,,대구광역시 남구 봉덕로1길 52-1,35.8478501966,128.5914580862,"청학식당은 대구광역시 남구 봉덕동에 있다. SBS 예능 프로그램 백종원의 3대 천왕, KBS 2TV 시사 교양 프로그램 생생정보에 소개된 바 있다. 세월의 흔적이 보이는 외관과 예스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임하기 좋다. 대표 메뉴는 알, 곤이, 대구가 어우러진 섞어탕 1이다. 이 밖에 알과 대구를 넣은 섞어탕 2, 곤이와 대구로 요리한 섞어탕 3도 인기가 많다. 대구탕, 알곤탕, 대구찜 등도 판다. 파동IC와 대구 지하철 1호선 교대역에서 가깝다. 주변에는 83타워, 이월드 등 대구의 유명 관광지가 많다.",053-474-2807,,,없음,0,,09:00~15:00,일요일,섞어탕 1,"섞어탕 2, 섞어탕 3, 대구탕, 알곤탕, 대구찜 등",,,,가능,,,19910166083
푸주옥설렁탕,42661,,,대구광역시 달서구 달구벌대로 1860,35.8605899946,128.5682847731,"푸주옥설렁탕은 대구광역시 달서구 두류동에 있다. 깔끔한 외관과 예스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 있어 각종 모임에 적당하다. 대표 메뉴는 설렁탕이며, 특설렁탕, 도가니탕, 양곰탕, 꼬리곰탕 등도 판매하고 있다. 수육 종류로는 모듬수육, 도가니수육, 꼬리수육이 있다. 매년 3~9월에는 계절 메뉴인 물냉면, 비빔냉면도 맛볼 수 있다. 성서IC와 대구 지하철 2호선 내당역에서 가깝다. 주변에는 이월드와 두류워터파크가 있어서 관광 후에 식사하기 좋다.",053-628-8788,,,있음 / 주차요금 무료,0,,10:00~21:30 (21:00 라스트 오더),월요일,설렁탕,"특설렁탕, 도가니탕, 양곰탕, 꼬리곰탕, 모듬수육, 도가니수육, 꼬리수육 등",,,가능,가능,예약 가능,"화장실:남녀구분
",20080181024
진해숯불막창,42400,,,대구광역시 남구 성당로 272,35.8570905037,128.5744259964,"진해숯불막창은 대구광역시 남구 대명동에 있다. 세월의 흔적이 엿보이는 외관과 깔끔한 분위기를 연출하는 인테리어가 눈에 띈다. 대표 메뉴는 숯불에 구워서 먹는 돼지 막창이다. 음식을 주문하면 물김치, 마늘, 막장, 고추, 파, 쌈, 부추 등이 함께 상에 오른다. 이 밖에 소 막창, 생삼겹, 목살 등도 판매한다. 특이하게 대창과 막창 사이 부분인 절창을 판매한다. 성서IC와 대구 지하철 2호선 반고개역에서 가깝다. 주변에는 83타워, 이월드 등 대구의 유명 관광지가 많이 있어서 관광 후에 식사하기 좋다.",053-253-3795,,,있음/주차요금 없음,0,,17:00~01:00,일요일,돼지막창,"소막창, 생삼겹, 목살, 절창 등",,,가능,,,,20180167249
신송자 신마산식당,42413,,,대구광역시 남구 현충로 214,35.8515551649,128.5823393416,"신송자 신마산식당은 대구광역시 남구 대명동에 있다. 깔끔한 외관과 예스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 돼지국밥이다. 따로국밥, 순대국밥, 인삼국밥, 살코기국밥, 암뽕국밥 등 여러 가지 국밥도 맛볼 수 있다. 이 밖에 모듬수육, 찐순대 등도 판매하고 있다. 성서IC와 대구 지하철 3호선 남산역에서 가깝다. 주변에는 83타워, 이월드 등 대구의 유명 관광지가 많아 함께 둘러보기 좋다.",053-657-7733,,,있음/주차요금 없음,0,,09:30~21:00 (20:30 라스트 오더),월요일,돼지국밥,"고기밥, 따로국밥, 순대국밥, 인삼국밥, 살코기국밥, 암뽕국밥, 모듬수육, 찐순대 등",,,가능,,,,19960166130
금산곰탕,42992,,,대구광역시 달성군 구례길 1,35.6451514211,128.4688189162,"금산곰탕은 대구광역시 달성군 유가읍 가태리에 있다. 세월의 흔적이 엿보이는 외관과 예스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 있어 각종 모임을 가지기 좋다. 대표 메뉴는 곰탕이며, 특곰탕, 살코기곰탕, 양곰탕, 꼬리곰탕 등 다양한 곰탕이 준비되어 있다. 곰탕에 곁들여 먹기 좋은 수육으로는 모듬수육, 양수육, 꼬리수육 등이 있다. 오후 7시까지 영업하지만, 재료가 모두 소진되면 조기에 영업을 마감하기 때문에 5시 이후에는 방문 전 문의를 하는 편이 좋다. 가까이에 북현풍(하이패스)IC에서 가깝고, 인근에 국립대구과학관과 비슬산자연휴양림이 있다.",053-611-4477,,,있음 / 주차요금 무료,0,,11:00~19:00 (재료소진 시 마감),연중무휴,곰탕,"특곰탕, 살코기곰탕, 양곰탕, 꼬리곰탕, 모듬수육, 양수육, 꼬리수육",,,가능,가능,예약 가능,"화장실:남녀구분
",19900188015
한스시,42471,,,대구광역시 남구 두류공원로19길 8-41층,35.8447584577,128.5685268582,"한스시는 대구광역시 남구 대명4동에 있다. 깔끔한 외관과 인테리어로 꾸며졌다. 대표 메뉴는 1인분을 주문하면 초밥과 우동, 2인분을 주문하면 초밥과 우동에 가자미구이가 추가돼 나오는 한스시 정식이다. 이 밖에 유부초밥, 활어광어초밥, 모둠회, 등심가스, 생선가스, 회덮밥 등 다양한 음식을 맛볼 수 있다. 4인에게 어울리는 한스시 스페셜은 초밥, 새우튀김롤, 우동, 홍게 그라탕 등이 함께 나온다. 성서IC와 대구 지하철 1호선 안지랑역에서 가깝다. 주변에는 83타워, 이월드가 있어 연계 여행에 나서기 수월하다.",053-292-1189,,,없음,0,,24시간,연중무휴,한스시 정식,"유부초밥, 활어광어초밥, 모둠회, 등심가스, 생선가스, 회덮밥 등",,,가능,가능,,,20070166266
두류해물탕본점,42633,,,대구광역시 달서구 달구벌대로 1511,35.8501571809,128.5323326750,"두류해물탕본점은 대구광역시 달서구 용산동에 있다. 세월의 흔적이 엿보이는 외관과 예스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임에 적당하다. 대표 메뉴는 각종 해물을 넣고 얼큰하게 끓인 해물탕이다. 이 밖에 해물찜, 아구찜, 왕새우찜, 가오리찜, 꽃게찜 등을 판다. 성서IC와 대구 지하철 2호선 용산역에서 가깝다. 주변에는 83타워, 이월드 등이 있어 연계 관광하기 좋다.",053-562-6006,,,있음 / 주차요금 무료,0,,10:00~22:00 (라스트 오더 21:45),연중무휴,해물탕,"해물찜, 아구찜, 왕새우찜, 가오리찜, 꽃게찜 등",,,가능,가능,,,20020182300
천연애,42819,,,대구광역시 달서구 앞산순환로 289,35.8277379879,128.5590864950,"천연애는 대구광역시 달서구 송현1동에 있다. 세월이 흔적이 느껴지는 외관과 깔끔한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 가지기 좋다. 대표 메뉴는 오리고기와 부추가 어우러진 힐링불고기다. 이 밖에 예약해야만 맛볼 수 있는 능이백숙을 비롯해 들깨수제비. 메밀막국수, 볶음밥 등도 판다. 남대구IC와 대구 지하철 1호선 송현역에서 가깝다. 주변에는 앞산해넘이전망대, 비슬산둘레길10구간이 있어 연계 여행에 나서기 수월하다.",053-638-9908,,,있음 / 주차요금 무료,0,,11:30 ~ 21:30,연중무휴,힐링불고기,"능이백숙, 들깨수제비. 메밀막국수, 볶음밥 등",,,가능,가능,,"화장실:남녀구분
",19990181773
코시스,42687,,,대구광역시 달서구 용산로 82,35.8446133421,128.5311579322,"코시스는 대구광역시 달서구 장기동에 있는 초밥 뷔페다. 현대적인 감각이 돋보이는 외관과 고급스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 가지기 좋다. 각종 초밥을 비롯해 롤, 파스타, 리소토, 디저트 등 90여 종의 신선한 음식을 맛볼 수 있다. 남대구IC와 대구지하철 2호선 용산역에서 가깝다. 주변에는 83타워, 이월드 등이 있어 연계 관광이 순조롭다.",053-558-1127,,,있음 / 주차요금 무료,0,,"11:30~21:30, 평일 브레이크 타임 15:00~17:30",연중무휴,평일 런치,"평일 디너, 주말/공휴일 등",,,가능,,예약 가능,"화장실:남녀구분
",20070181469
프라그란자,42938,,,대구광역시 달성군 가창로176길 29,35.7897770054,128.6345753483,"프라그란자는 대구시 달성군 가창면에 있는 디저트 카페이다. 현대적인 건물 외관과 고급스러운 실내 인테리어가 눈에 띄는 곳으로 대표 메뉴는 풍기크림소스와 소갈비가 어우러진 오리엔탈 풍기만조 페투치니다. 이 밖에 쉬림프 토마토 파스타, 필리 치즈 스테이크 치킨, 오리엔탈 우삼겹 필라프 등이 있다. 아메리카노 등 다양한 커피와 음료도 맛볼 수 있다. 파동 IC에서 가깝고, 주변에 워터파크 스파밸리와 수성유원지가 있다.",053-763-4600,,,있음 / 주차요금 무료,0,,10:00~23:00,연중무휴,오리엔탈 풍기만조 페투치니,"쉬림프 토마토 파스타, 필리 치즈 스테이크 치킨, 오리엔탈 우삼겹 필라프, 아메리카노 등 각종 음료",,,가능,,,"화장실:남녀구분
",20130188146
홍구원가창점,42938,,,대구광역시 달성군 가창로176길 9,35.7895242941,128.6366279526,"홍구원가창점은 대구광역시 달성군 가창면 냉천리에 있다. 이국적인 외관과 깔끔한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 가지기 좋다. 대표 메뉴는 매콤한 맛이 일품인 홍구짬뽕이다. 이 밖에 전가복, 찹쌀탕수육 등도 많이 찾는다. 세트 메뉴인 홍구원 스페셜 코스도 인기다. 3인부터 주문할 수 있는 3만상은 삼품냉채, 게살스프, 팔진샥스핀, 깐쇼중새우, 유린기, 고추잡채, 식사, 디저트 등이 나온다. 파동IC에서 가깝고, 주변에 워터파크 스파밸리와 수성유원지가 있어 관광 후에 식사하기 좋다.",053-763-8868,,,있음 / 주차요금 무료,0,,"11:30~21:00(주말 브레이크 타임 15:30~17:00, 라스트 오더 20:30)",연중무휴,홍구짬뽕,"전가복, 찹쌀탕수육, 각종 세트 메뉴 등",,,가능,가능,예약 가능,"화장실:남녀구분
",20070188144
꼬밥,41001,,,대구광역시 동구 파계로 620,35.9854132203,128.6362391871,"꼬밥은 대구광역시 동구 중대동에 있다. 깔끔함 돋보이는 외관과 차분한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 할 수 있다. 대표 메뉴는 양념 꼬막이며, 통꼬막, 꼬막무침회, 꼬막부추전 등도 판다. 꼬밥정식, 간장꼬밥정식은 매년 7~8월에만 판매하지 않는다. 업주의 가족이 벌교에서 채취한 꼬막을 주재료로 이용하기 때문에 신선함을 믿을 수 있다. 파군제IC에서 가깝고, 주변에 팔공산도립공원과 팔공산케이블카가 있어 관광 후 식사하기 적당하다.",053-981-9869,,,있음,0,,11:30~20:30,연중무휴,양념꼬막,"꼬밥정식, 간장꼬밥정식, 꼬막부추전 등",,,,,,,20110160876
편대장영화식당 범어점,42118,,,대구광역시 수성구 동대구로 291,35.8565664998,128.6252354247,"편대장영화식당 범어점은 대구광역시 수성구 범어동에 있다. 현대적인 외관과 깔끔한 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 육회이며, 한우소금구이, 소고기찌개, 육회비빔밥, 한우소고기국밥, 육회냉면 등도 판다. 대구 지하철 2호선 범어역과 북대구IC에서 가깝다. 인근에는 김광석다시그리기길, 관덕정 순교기념관이 있다.",053-744-2655,,,있음/주차요금 무료,0,,11:00~22:00,연중무휴,육회,"한우소금구이, 소고기찌개, 육회비빔밥, 한우소고기국밥, 육회냉면 등",,,가능,가능,가능,"화장실:남녀 구분
",20060174476
붐비네,41002,,,대구광역시 동구 지묘동 522-3,35.9419459731,128.6388707285,"샤이니 팬들의 성지
눈에 띄는 간판도 없는 초등학교 앞 작은 떡볶이집이지만, 샤이니의 팬이라면 꼭 방문하는 곳이다. 키가 초등학생 시절 매일 들르다시피 했기 때문이다. 샤이니의 앨범, 사진으로 가게 안이 빼곡해 보는 재미가 있다. 양배추가 많이 들어간 달달한 떡볶이는 자극적이지 않아 부담 없이 먹을 수 있다. 여기에 대구 명물 납작만두를 섞어 먹으면 최고의 궁합이다. 유쾌한 사장님의 이야기를 듣다 보면 새로운 추억도 새록새록 쌓인다.",0507-1417-9591,,,,0,,11:00~19:00,일요일,,,,,,,,,
삼송빵집 본점,41935,,,대구광역시 중구 동성로3가 1-3,35.8686534349,128.5934712192,"f(x) 크리스탈이 찾은 대구 대표 빵집
1957년 문을 열었으며, f(x) 크리스탈이 이곳의 빵을 맛있게 먹는 모습으로 더욱 유명세를 타 대구 대표 빵집으로 불린다. 통옥수수빵, 먹물 통옥수수빵, 야채 고로케, 소보로 팥빵, 크림치즈 찰떡 빵이 베스트 메뉴. 높은 층고와 샹들리에가 인상적인데, 2층으로 올라가면 넓은 공간에 심플하게 테이블이 놓여져 있는 미니멀한 카페 같은 분위기가 펼쳐진다.",053-254-4064,,,,0,,08:00~22:00,,,,,,,,,,
팔공참한우암소마실,41005,팔공참한우암소마실,053-982-3384,대구광역시 동구 팔공로 481,35.9442069112,128.6433702688,"팔공산 관문에 위치한 순 한우 전문점으로 업소 외관을 전통 한옥 문양 형태로 단장하여 한옥의 운치를 살렸다. 콩, 밀 등 양질의 사료를 공급하며 직접 사육한 한우만을 고집한다.",053-982-3384,,,주차 가능,0,,10:00 ~ 22:00,명절당일,갈빗살,갈빗살 / 꽃등심 / 안창살 / 차돌박이 / 육회 외,,모두 금연석,가능,가능,전화 예약 문의 (053-982-3382),"화장실:남녀개별 / 업소 내부 위치
",20180162082
아트리움,42025,아트리움,053-754-3111,대구광역시 수성구 국채보상로186길 151(범어동),35.8615688724,128.6339650718,"아트리움은 약혼식, 피로연, 생일파티, 각종 모임 등의 성격에 맞는 격조 높은 분위기와 정성 어린 서비스를 제공한다. 여유 있는 모임을 위해 사전예약을 해두면 더욱 좋을 듯하다.",053-754-3111,,,주차 가능,0,,12:00 ~ 22:00 (브레이크타임 14:30 ~ 17:00),연중무휴,스테이크 / 랍스터,스테이크 / 랍스터 / 새우크림스파게티 / 연어샐러드 / 코스요리 외,,모두 금연석,가능,,전화 예약 문의 (053-754-3111),"화장실:남녀개별, 식당 내부
",20000175695
중화반점,41937,중화반점,053-425-6839,대구광역시 중구 중앙대로 406-12(남일동),35.8693172661,128.5944266717,"1954년에 개업한 중화반점은 야끼우동이 태어난 집으로, 전통의 맛을 느끼기엔 좋은 곳이다. 야끼우동은 매운 고운 고춧가루와 마늘로 만든 매운 양념에 양파, 배추, 호박, 숙주나물, 목이버섯, 새우, 오징어, 돼지고기 등을 넣어 센 불에 즉석에서 볶아낸다. 대구의 야끼우동은 ‘대구 10미’에 선정되어 있을 만큼 대구를 대표하는 음식 중 하나이다.<br>",053-425-6839,,,주차 가능,0,,11:30 ~ 21:00,연중무휴,탕수육,탕수육 / 야끼우동 / 새우볶음밥 / 자장면 / 군만두 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-425-6839),"화장실:남녀개별 / 업소 내부 위치
",2003018056
미성당납작만두,41977,미성당납작만두,053-255-0742,대구광역시 중구 명덕로 93,35.8575100191,128.5808504180,"오랜 전통으로 운영되고 있는 음식점으로, 대구에서만 맛볼 수 있는 납작만두 전문점이다. 납작만두는 얇은 만두피 안에 당면과 부추를 넣고, 다른 만두처럼 물에 한 번 삶은 뒤 구워 먹는다. 납작만두는 고춧가루와 식초, 설탕을 섞은 간장을 위에 뿌려 먹으면 조금 더 맛이 좋다고 한다.",053-255-0742,,,주차 가능,0,,10:30 ~ 21:00 (주말 10:30 ~ 20:00),명절연휴,납작만두,납작만두 / 쫄면 / 우동 / 라면 외,,모두 금연석,가능,가능,전화 예약 문의 (053-255-0742),,20170158549
용지봉,42168,용지봉,053-783-8558,대구광역시 수성구 들안로 9,35.8306137137,128.6161897207,"경상북도가 인증하고 영남대학교와 경북지역축협이 공동 개발한 참품 한우를 제공하고 있으며, 특히 토속 한정식과 참품 한우를 코스요리로 선택할 경우 더욱 뛰어난 맛을 느낄 수 있다.",0507-1322-8558,,,주차 가능,0,,10:00 ~ 22:00 (브레이크타임 15:30 ~ 17:00 / 라스트오더 20:30),명절연휴,코스요리,코스요리 / 한우육회 / 갈비찜구이 / 문어무침 / 홍어 / 연잎밥 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-783-8558),"화장실:업소내 위치
",20000176765
내안에,42174,내안에,053-766-0760,대구광역시 수성구 무학로 85,35.8301665753,128.6179395792,"회전식 초밥과 롤 전문점으로 자신이 좋아하는 음식을 선택하여 맛볼 수 있는 곳이다. 우동, 알밥, 회덮밥 등의 식사 메뉴를 별도로 주문하여 맛볼 수 있다.",053-766-0760,,,주차 가능,0,2006년 03월 30일,11:30 ~ 22:00,,초밥,초밥 / 롤스시 / 초밥정식 / 장어덮밥 / 회덮밥 / 일식돈까스 / 알밥 / 모밀국수/ 우동 외,,모두 금연석,가능,,전화 예약 가능 (053-766-0760),,20010174063
련,41423,련,053-313-8889,대구광역시 북구 동천로 128-15,35.9428500147,128.5624746617,"련은 대구광역시 동천동에 위치한 일식 요리 전문점이다. 연꽃의 연의 연자를 따서 지은 이름으로 연꽃처럼 우아하고 아름답고 단아한 이미지를 표현하며 고급스러우면서 세련된 일본 본토의 분위기를 느낄 수 있는 곳이다. 스시와 생선회 외에도 돈가스, 우동, 알밥 등 다양한 정식 메뉴가 제공되어 취향대로 골라 먹을 수 있다.",053-313-8889,,,가능,0,2006년 12월 04일,일요일~목요일 11:30~23:00<br>금요일~토요일 11:30~23:30<br>[브레이크타임]<br>주중 15:00~17:00<br>주말 16:00~17:00,"매주 월요일, 명절 연휴",모둠회 / 초밥정식,모둠회 / 초밥정식 / 돈까스정식 / 연어회 / 해물볶음면 / 해물야끼우동 / 나가사끼짬뽕나베 / 해물짬뽕나베 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-313-8889),,20060168955
더덕고을,41002,더덕고을,053-985-5700,대구광역시 동구 파계로 152-5,35.9471036869,128.6370013046,"대구 팔공산 더덕고을은 팔공산 인근에 위치한 더덕요리 전문점이다. 일반 정식은 더덕구이 위주로, 미진 정식은 여러종류의 더덕 요리가 제공된다.",053-985-5700,,,주차 가능,0,2006년 04월 20일,11:20 ~ 21:30,명절연휴,고을정식,고을정식 / 더덕떡갈비 / 더덕육회 / 오리훈제 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-985-5700),,20020160540
대륙회초밥,42162,대륙회초밥,053-766-8958,대구광역시 수성구 들안로 99,35.8387544598,128.6161950494,"묵은지와 싱싱한 회, 고소한 된장양념의 3색 맛이 일미인 정통 일식 전문점이다.",053-766-8958,,,주차 가능,0,1994년 12월 01일,11:30 ~ 22:00,명절 (전화문의),생선회 / 생선초밥,생선회 / 생선초밥 / 모듬회 / 코스요리,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-766-8958),,20000176177
예원,41589,예원,053-354-9300,대구광역시 북구 원대로 119,35.8882093493,128.5823855401,"정통 중국요리 전문점이다. 정통 중국요리부터 시원한 국물이 일품인 삼선짬뽕, 자장면까지 다양한 맛을 즐길 수 있다. 각종 모임과 비즈니스 접대에도 좋은 품격 있는 레스토랑이다.",053-354-9300,,,주차 가능,0,2004년 11월,11:30~21:00<br>(평일 브레이크타임 : 14:30~17:30 / 라스트 오더  : 20:30),연중무휴,전가복,전가복 / 양장피 / 짜장면 / 짬뽕 / 야끼우동 / 볶음밥 / 탕수육 / 깐풍기 / 라조기 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-354-9300),,20000168496
촉향원,42714,촉향원,053-588-2111,대구광역시 달서구 달서대로85길 17,35.8371134304,128.4897395676,"※ 영업시간 11:00 ~ 23:00

중국 정통 사천 샤부샤부 전문점으로서 특유의 맛과 질감을 살린 맛으로 다양한 메뉴를 선보이고 있다. 또한 신선한 재료만을 엄선하여 정성 들여 조리하는 촉향원만의 맛깔스러운 음식과 깔끔하고 모던하게 꾸민 실내 인테리어는 각종 모임, 회식자리에도 손색이 없다. 단체 예약을 위한 10인석, 20인석, 30인석, 50인석 등 각종 모임에 편안한 룸이 준비되어 있다.",0507-1389-0068,,,주차 가능,0,2007년 02월 01일,11:00 ~ 23:00,연중무휴,훠궈,훠궈 / 마라탕 / 꿔바로우 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-588-2111),,20070181091
한옥집김치찜,41908,한옥집김치찜,053-425-8653,대구광역시 중구 동덕로 168-2,35.8697562961,128.6047840806,"동인동한옥집김치찜은 대구광역시 중구 동인동2가에 있다. KBS 2TV 시사 교양 프로그램 생생정보에 출연한 바 있다. 예스러운 외관과 깔끔함이 돋보이는 인테리어가 눈에 띈다. 저렴한 가격이지만, 맛은 결코 저렴하지 않고 훌륭한 김치찜과 김치찌개가 대표 메뉴다. 푸짐한 김치와 고기, 적당히 칼칼한 맛이 매력적이다. 공깃밥과 라면 사리는 무제한으로 먹을 수 있다. 대구 지하철 1호선 칠성시장역과 북대구IC에서 가깝다. 인근에는 청라언덕, 약전골목, 대구근대역사관 등이 있어 연계 여행에 나서기 수월하다.",053-425-8653,,,없음,0,2005년 07월 01일,10:00 ~ 21:30,연중무휴,김치찜,김치찌개,,모두 금연석,가능,,예약 불가,,19990158074
석산복어해물,41179,석산,053-943-4030,대구광역시 동구 효동로2길 27,35.8810864297,128.6513907705,"※ 영업시간 11:00 ~ 22:00

대구 동촌유원지 인근에 위치한 20년 넘는 전통의 복어·해물요리 전문점이다. 복어를 샤브, 수육, 불고기, 찜, 탕&지리 등 다양한 형태로 즐길 수 있다.",0507-1428-4030,,,주차 가능,0,,10:30 ~ 22:00,연중무휴,밀복코스,밀복코스 / 밀복불고기 / 밀복수육 / 복해물탕 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-943-4030),,19980160161
바다회세상,41179,바다회세상,053-954-0013,대구광역시 동구 효동로2길 27,35.8810864297,128.6513907705,"바다회세상은 대구 동구 동촌역 인근에 위치한 횟집이다. 음식점 앞 주차가 가능하고 내부는 좌석이 넉넉하며 아늑한 분위기이다. 대표 메뉴로 모둠회를 취급하는데 광어, 우럭, 숭어로 구성되어 있다. 이곳의 회는 식감이 쫄깃하고 두툼하여 많은 사람들의 입맛을 충족시킨다. 주변 관광지로 동촌 유원지, 국립대구기상과학관 등이 있다.",053-954-0013,,,가능,0,1998년 05월 10일,11:00~24:00,연중무휴,모둠회,모둠회 / 바다스페셜 / 광어 / 우럭 / 세꼬시 / 물회 / 회덮밥 / 매운탕 등,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-954-0013),,19980160277
거송복어,41146,거송복어,053-984-6755,대구광역시 동구 동촌로 263,35.8803146164,128.6687559296,대구 동구 맛집으로 33년 오랜 전통을 자랑하며 고급 재료인 복어를 사용한 요리를 저렴한 가격으로 판매하는 거송복어는 1985년도부터 시작해 어머니의 손맛을 이어받은 아드님이 함께 33년 전통의 대를 있고 있는 대구 동구 맛집으로 92년 보건복지부 장관 표창을 받은 전통의 복어요리 전문점이다.,053-984-6755,,,주차 가능,0,,10:30 ~ 22:00 (전화문의),,복매운탕 / 아귀찜,복매운탕 / 아귀찜 / 복어찜 / 가오리찜 / 복전골 / 복어불고기 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-984-6755),,19800160041
군불로,41008,군불로,053-986-0088,대구광역시 동구 갓바위로 244,35.9701416412,128.7273260310,"갓바위 지구에 위치한 20년 넘는 전통의 음식점으로 오리, 닭, 전골류 등 다양한 음식을 제공하고 있다.",053-986-0088,,,주차 가능,0,,09:00 ~ 22:00,주말,흑염소숯불구이,흑염소숯불구이 / 생오리구이 / 한정식 / 산채비빔밥 / 더덕구이 / 해물파전 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-986-0088),,20020160558
