명칭,우편번호,관리자,전화번호,주소,위도,경도,개요,문의 및 안내,규모,좌석수,주차 시설,어린이놀이방,개업일,영업시간,쉬는날,대표메뉴,취급메뉴,할인정보,금연/흡연,신용카드정보,포장가능,예약안내,상세정보,인허가번호
미가식당,42633,,,대구광역시 달서구 달구벌대로309길 18,35.8507349465,128.5352574013,"푸짐한 백반을 맛볼 수 있는 곳으로 코다리 찜, 김치찜, 낙지볶음 등 메뉴가 다양하며, 냄비에 갓 지은 밥이 나오는 것이 특징이다. 밑반찬과 메인 메뉴의 양이 푸짐히 나온다. 냄비 밥에 눌어붙은 누룽지를 끓인 숭늉으로 식사를 마무리하면 만족스러운 식사가 된다. 모든 메뉴는 2인분부터 주문해야한다.",053-526-6675,,,,0,,10:30 ~ 20:00,매주 일요일,낙지볶음 / 코다리찜,낙지볶음 / 코다리찜 / 돼지볶음 / 김치찜 외,,,,,,,20150160144
신촌닭불백,42140,,,대구광역시 수성구 동대구로 237,35.8516170455,128.6244356327,대구 수성구에 위치한 신촌닭불백은 백숙과 닭불고기를 함께 맛볼 수 있는 이색적인 맛집이다. 누구나 단골이 되는 자타공인 맛집으로 가격도 비싸지 않아서 가성비를 찾는 손님들도 모두 만족하는 곳이다. 닭불고기는 가슴살을 곱게 다져 고추장 양념 후 석쇠에 구워낸 음식인데 예상외로 퍽퍽하거나 질기지 않고 촉촉한 식감에 모두 놀란다고 한다. 또한 매콤하고 짭조름해서 밥과 함께 싸먹으면 일품이라는 후기들이 쏟아진다.,053-473-4331,,,,0,,11:00 ~ 20:00,연중무휴,닭불백 / 닭백숙,닭불백 / 전복약수 불백 / 닭백숙 / 닭날개튀김 외,,,,,,,20070174334
원주통닭,41941,,053-424-5129,대구광역시 중구 동성로6길 42-6,35.8684396452,128.5975430886,"1978년도부터 개업하여 영업 중인 대구 동성로에 위치한 대구 3대 통닭으로 불릴 만큼 진짜 맛집이다.
짜고 자극적인 요즘 치킨에 비하면 순하고 담백한 맛의 원주 통닭은 남녀노소 즐길 수 있는 아주 추억이 서린 맛으로 표현해 볼 수 있다.
메뉴는 야채 찜닭, 튀김통닭, 양념 통닭, 반반 통닭으로 4가지가 구성되어 있다.",053-424-5129,,,,0,,11:00 - 22:00,매주 월요일,튀김통닭,"양념통닭, 반반통닭, 야채찜닭",,,,가능,,,19870158067
더커먼,41907,,,대구광역시 중구 국채보상로 741,35.8686843233,128.6117501630,"대구에 위치한 제로웨이스트샵이다. 이곳은 비건 푸드를 판매하고 있는 밀카페가 있다. 선물용으로 좋은 제로웨이스트 제품이 즐비해있어 구경하기 좋다. 메뉴판과 계산서 조차도 이면지를 활용해 색다른 느낌을 받을 수 있다. 메뉴판은 귀여운 그림체로 설명도 잘 되어 있어 처음 비건 음식을 접하는 사람들도 부담없이 즐길 수 있다. 메뉴는 팔라펠 샐러드, 커먼 커리, 비건 올리브·후추 스콘 등이 있다.",070-8065-7795,,,,0,,11:30~20:30 (브레이크타임 15:00~17:00),,팔라펠 샐러드,"팔라펠 샐러드 / 커먼커리 / 비건 올리브,후추 스콘 외",,,가능,,,,
오리엔탈누들서비스,41948,,,대구광역시 중구 달구벌대로445길 26-18,35.8634820562,128.6075034605,"동남아시아 음식 본연의 레시피를 한국인의 입맛에 맞게 재해석한 퓨전 아시안 푸드를 서비스하는 곳이다. 여러 음식의 카테고리가 있었지만 그 중에서도 누들이라는 카테고리에 국한하여 베트남, 싱가폴, 말레이시아부터 나아가 중국, 대만, 일본 그리고 우리나라까지 동아시아 권역의 음식을 조사하고 발췌 그리고 재해석했다. 면요리 문화를 소개하고 대중적인 입맛에 맞게 소개하고 있다.",0507-1387-8423,,,,0,,11:30~20:30 (브레이크타임 15:00~16:30 / 라스트오더 20:00),,보양 등갈비 바쿠테,보양 등갈비 바쿠테 / 마라 등갈비 바쿹 / 매콥 소곱창 바쿠테 / 똠얌 바쿠테 / 차콰이테우 외,,,가능,,,,
성당못빌,42471,,,대구광역시 남구 성당로 54-5,35.8420780761,128.5615192167,성당못빌은 두류공원 근처에 있는 카페로 대구 한복판에서 푸르름을 느낄 수 있는 카페이다. 골목에 있어 길을 찾기가 다소 어려울 수 있다. 골목길 양쪽에 나무들이 있어 작은 숲에 온 것 같은 기분을 느낄 수 있다. 1층에서 주문을 하고 2층으로 올라가면 식물들과 라탄 가구들로 꾸며진 공간이 나온다. 주택을 개조한 공간이라 아늑하고 편안한 분위기이다. 식물들이 가득한 공간에서 조용히 힐링하기 좋다.,0507-1307-1784,,,,0,,11:00 - 22:00(21:30 라스트오더),,,,,,가능,,,,20180167256
VVT버거 두류점,42660,,,대구광역시 달서구 야외음악당로53길 64,35.8589956221,128.5623908922,"VVT는 Very Very Tasty의 약자이며 미국의 맛을 느낄 수 있는 햄버거 가게 이다.<br>직접 매장에서 신선한 100%소고기 패티와 새우 패티 그리고 수제 소스를 만든다. 두툼한 패티와 수제 소스로 퀄리티를 추구한다, 주문 즉시 조리가 시작된다.<br>힙한 인테리어가 감성을 느끼게 해주며, 젊은 층에게 인기가 많다. 수제버거 본연의 맛을 느끼고 싶을 때 추천할 수 있는 곳이다.",0507-1358-2112,,,,0,,11:00 20:30,매주 화요일 휴무,VVT버거,"와사비 쉬림프 버거, 더블 치즈 버거, 멕시칸 버거",,,,,,,20220233348
스테이블모먼트,42962,,,대구광역시 달성군 비슬로 2614-9,35.8045645741,128.5026809943,"도심 속 자연과 함께 힐링할 수 있는 아름다운 카페 스테이블모먼트는 총 A, B, C 동 세 가지 다른 마테들로 구성이 되어 있다. 신선한 공기를 마실 수 있으며, 넓은 야외 정원이 아름다운 곳이다. 특히 A동은 커피 전문가가 내려주는 핸드드립 에스프레소 바로 운영되고 있다, 커피뿐만 아니라 베이커리 종류, 식사를 할 수 있는 종류까지 다양해서 즐겁게 즐길 수 있다 올 수 있는 카페이다. 웨이팅이 길 수도 있으니 방문 시 참고해야 한다.",0575-1375-6996,,,,0,,메인카페B동 10:00-22:30  / 에스프레소바A동 11:00-19:00,,"그린우드프레소, 물랑루즈, 글로우 망고","과테말리 초콜릿, 페루 디카페인, 투움바파스타, 에그 인 헬",,,,,,,
샵원커피,41913,,,대구광역시 중구 경상감영길 170,35.8721142149,128.5967708314,"샵원커피는 대구 중구에 있는 핫플 카페이다. 모던하고 깔끔한 이미지에 귀여운 두더지 로고가 눈에 띈다. 밖에서도 커피를 즐길 수 있고, 내부에도 좌석이 많다는 장점이 있다. 한편은 소품, 한편은 벽돌, 또 전체적으로는 주황 계열로 인테리어 되어 있어 아늑한 분위기도 연출한다. 이렇게 눈으로 주는 즐거움도 확실하지만 이곳은 디저트&커피로 더욱 알려진 곳이다. 여러 종류의 크로핀(크루아상 머핀), 버터바, 케이크가 있고 시그니처인 너티 크림 커피와 두더지 라떼도 손님들의 발길을 이끄는 요소이다.",010-2711-0150,,,,0,,11:00 ~ 22:30,연중무휴,샵원커피,샵원커피 / 너티크림커피 / 말차크림라떼 외,,,,,,,20210159657
별미춘천닭갈비,41424,별미춘천닭갈비,053-323-2818,대구광역시 북구 동암로38길 29-31,35.9439555309,128.5671353306,독특한 닭갈비 맛을 즐기기 위해 많은 손님들이 찾으며 가족 단위나 단체 손님에게 인기가 좋다.,053-323-2818,,,주차 가능,0,,12:00 ~ 23:00,마지막주 월요일,닭갈비,닭갈비 / 낙지닭갈비 / 쭈꾸미닭갈비 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-323-2818),,20020168235
와촌손칼국시,42487,와촌손칼국시,053-623-9259,대구광역시 남구 대명남로 141,35.8383981218,128.5715406584,"20여 년의 숙달된 노하우로 맛깔스러운 맛을 내며 영업주 자부심이 강한 업소이다. 직접 반죽한 칼국수에 재첩 육수와 무, 파, 가쓰오부시, 고추씨, 다시마를 우려내어 담백하면서도 감칠맛이 있다. 메뉴는 돼시수육, 손칼국시, 가오리무침회, 오징어무침회 등이 있다.",053-623-9259,,,주차 가능(인근 공영주차장),0,,10:00 ~ 16:00,첫째·셋째주 일요일,손칼국시,손칼국시 / 돼지수육 / 돌솥비빔밥 / 오징어무침회 / 가오리무침회 / 메밀파전 외,,모두 금연석,가능,,전화 예약 문의 (053-623-9259),,20160166091
블루문,41001,블루문,053-981-8088,대구광역시 동구 파계로 685,35.9940816508,128.6345335390,"팔공산 자락에 위치한 블루문은 정통 스테이크 요리와 퓨전요리를 함께 맛볼 수 있는 곳으로 맑은 공기를 마시며 산책할 수 있는 공원 산책로와 바로 옆 시원한 분수의 향연을 즐기며 식사를 즐길 수 있는 곳이다. 특히 4개 층별로 다른 분위기를 연출하고 있어 각종 모임에도 적합하다. 1, 2층으로 되어 있지만 2층은 계단을 통해서만 이동할 수 있어서 휠체어 사용자는 1층만 이용 가능하다. 1층의 좌석 가운데도 턱이 있는 곳이 있다. 출입구 바로 앞에 주차장이 넓다.",053-981-8088,,,주차 가능,0,,10:30 ~ 22:00 (식사주문가능시간 11:30 ~ 21:00),월요일,안심스테이크,안심스테이크 / 코스요리 / 해산물볶음밥 / 파스타 / 샐러드 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-981-8088),"화장실:남녀개별 / 업소 내부 위치 (3층 - 여자화장실만 이용가능)
",19920160053
국일따로국밥,41918,국일따로국밥,053-253-7623,대구광역시 중구 국채보상로 571,35.8711225946,128.5932072846,"대구 중구에 위치하고 있는 국일따로국밥은 3대째 가업을 이어오고 있는 해장국집으로 1966년 한국 전통문화 보존(전통명장인)으로 지정되었다. 또한 대구광역시 향토 전통음식점으로 지정되어 있다. 1946년부터 오랜 전통으로 푹 곤 사골국물에 쇠고기, 선지, 갖은 양념을 넣어 조리하고 있다. 밥과 국이 따로따로 나온다 하여 이름 붙여진 대구 고유의 전통음식이다.",053-253-7623,,,주차 가능,0,1946년,00:00 ~ 24:00,연중무휴,따로국밥,따로국밥 / 따로국수 / 선지 외,,모두 금연석,가능,가능,전화 예약 가능 (053-253-7623),,19720158032
벙글벙글식당,42198,벙글벙글식당,053-782-9571,대구광역시 수성구 지범로39길 11-12,35.8240537679,128.6391128855,"대구 향토전통음식점으로 지정된 업소로서 50여 년의 전통을 자랑하는 육개장 전문점이다. 무와 고기를 네모지게 설어 넣고 파를 많이 넣어 매콤하게 양념한 육개장은 대구식 요리법을 따르고 있다. 선지를 말아 나오지 않고, 별도로 주문해서 섞어 먹는 것이 특징이다. 넘치도록 담아낸 육개장과 밥 한 그릇, 깍두기 하나가 전부이지만 그 맛은 일품이다.",053-782-9571,,,,0,,08:00 ~ 22:00,,육개장,육개장 / 비빔밥 / 수육 / 떡국 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-424-7745),,20000175701
녹양 향촌점,41918,녹양식당,053-257-1796,대구광역시 중구 중앙대로 439-1,35.8755220710,128.5918072852,"대구를 대표하는 생고기 전문점으로, 1973년도에 대구역 앞에서 시작하였으며 1981년에 현재의 장소로 이전하여 지금까지 40여 년째 영업 중이다. 생고기, 육회를 대표 메뉴로 고객들에게 제공하고 있으며, 제공하는 한우 생고기 품질을 엄격히 관리하고 있다.",053-257-1796,,,주차 가능,0,,12:00 ~ 23:00,연중무휴,생고기 / 육회,생고기 / 육회 / 대창구이 / 막창구이 / 석쇠불고기 / 곱창전골 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-257-1796),"화장실:남녀공용 / 업소 내부 위치
",19810158060
낙영찜갈비,41908,낙영찜갈비,053-423-3330,대구광역시 중구 동덕로36길 9-17,35.8742668582,128.6026952500,"동인동 찜갈비는 매운맛으로 양은 냄비에 담아내어 당시로는 주로 술안주였고, 소문이 나자 식당이 생겨나면서 100여 미터 길 양편에 지금의 ‘동인동 찜갈비 골목’이 형성되었다. 다른 철제 용기에 비해 열전도율이 높은 양은 냄비의 특성을 이용하여 조리된 찜갈비는 쫄깃쫄깃한 육질과 온갖 양념이 어우러져 최고의 맛을 만들어 내며 대구의 향토음식으로 자리매김하고 있다.",053-423-3330,,,주차 가능,0,,10:00 ~ 22:00,명절연휴,찜갈비,찜갈비 / 갈빗살찌개 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-423-3330),,19790158007
벙글벙글찜갈비,41908,벙글벙글찜갈비,053-424-6881,대구광역시 중구 동덕로36길 9-12(동인동1가),35.8710033840,128.6051534578,"63년부터 시작되어온 동인동 찜갈비는 매운맛으로 양은 냄비에 담아내어 당시로는 주로 술안주였고, 소문이 나자 식당이 생겨나면서 100여 미터 길 양편에 지금의 ‘동인동 찜갈비 골목’이 형성되었다. 다른 철제 용기에 비해 열전도율이 높은 양은 냄비의 특성을 이용하여 조리된 찜갈비는 쫄깃쫄깃한 육질과 온갖 양념이 어우러져 최고의 맛을 만들어 내며 우리 고장 대구의 향토음식으로 자리매김하고 있다.<br>",053-424-6881,,,주차 가능,0,,09:00~22:00,명절연휴,찜갈비,찜갈비 / 소고기찌개 외,,모두 금연석,가능,가능,전화 예약 문의 (053-424-6881),,20060158292
산정논메기매운탕,42906,산정논메기매운탕,053-582-2559,대구광역시 달성군 다사읍 달구벌대로109길 142-13,35.8664508723,128.4405264280,"메기 요리 전문점으로 지하철 문양역에 항상 차량이 대기해 있으며, 도보로도 10분 정도의 거리에 위치해 있다. 매운탕 이외에도 직접 재배한 채소와 직접 만든 양념과 어우른 메기 불고기와 찜 등도 맛볼 수 있다.",053-582-2559,,,주차 가능,0,,09:00 ~ 21:00,연중무휴,메기매운탕,메기매운탕 / 메기찜 / 메기불고기 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-582-2566),,19960188024
해금강,41223,해금강,053-954-2323,대구광역시 동구 신암남로 133,35.8846911299,128.6271928016,"대구 동구에 위치한 해금강은 1978년 개업하여 대를 이어가는 역사를 가진 복어요리 전문점이다. 종전의 자극적인 음식과는 달리 담백하고 순한 복어 메뉴를 개발하여 외국인이나 신세대의 입맛에도 잘 맞으며, 갓 잡은 신선하고 질 좋은 고급 밀복과 무공해 콩나물을 직접 키워 사용하므로 재료의 신선도가 뛰어나다.",053-954-2323,,150석,주차 가능,0,,09:30 ~ 21:30,명절연휴,복어샤브전골 / 복불고기,복어샤브전골 / 복불고기 / 복매운탕 / 복아구해물찜 / 복튀김 / 복탕수 / 코스요리 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-954-2323),"화장실:남녀개별 / 업소 내부 위치
",20130160077
라벨라쿠치나,42186,라벨라쿠치나,053-765-4774,대구광역시 수성구 무학로 151,35.8306055490,128.6252611440,"아름다운 주방이라는 의미, 도회적인 분위기와 고급스러운 음식이 있는 이태리 레스토랑이다. 다양한 와인들도 구비해 놓았으며, 멋스러움이 있는 테라스에서 식사도 가능하다. 넓은 홀이 있어 예약 없이도 이용이 가능하지만 예약을 하면 더 좋은 자리에서 분위기를 즐길 수 있다. 넓은 주차장도 확보하고 있다.",053-765-4774,,,주차 가능,0,2006년 02월,11:30 ~ 22:00 (라스트오더 21:00),연중무휴,코스요리,코스요리 / 스테이크 / 파스타 / 샐러드 / 에피타이저 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-765-4774),"화장실:있음(남녀개별, 업소 내부 위치)
",20000174902
미담,42776,미담,053-644-5000,대구광역시 달서구 상화로9길 2-13,35.8084227883,128.5199960291,"대구수목원 인근에 있는 웰빙을 추구하는 한정식 전문점이다.
별도의 넓은 룸을 갖추고 있어 상견례 및 각종 모임 자리에도 좋다.",053-644-5000,,,주차 가능,0,2004년 03월,매일 11:30~22:00,명절 당일휴무,소헌정식,소헌정식 / 소혜정식 외,,모두 금연석,가능,,전화 예약 가능 (053-644-5000),,20040181376
밥먹고갑시다,41179,밥먹고갑시다,053-951-0385,대구광역시 동구 효동로6길 131,35.8788895388,128.6558571052,동촌 유원지에 위치한 한식 전문점으로 재래된장으로 비벼 먹는 보리밥 전문점이다.,053-951-0385,,,주차 가능,0,1998년 07월 09일,11:00 ~ 21:30 (일요일 11:00 ~ 21:00),명절연휴(전화문의),보리밥,보리밥 / 제육볶음 / 돼지껍데기 / 뼈없는닭발 / 오징어볶음 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-951-0385),,19770160005
왕산손짜장,41020,왕산손짜장,053-984-1344,대구광역시 동구 팔공로 368,35.9314638996,128.6427790105,"대구 동구 봉무동에 위치한 손 짜장 전문점이다. 다양한 가격대의 가족세트부터 면류, 밥류, 냉채류, 샥스핀류, 잡품류, 수프류, 해삼·새우류, 고기류 등 다양한 일품요리까지 즐길 수 있는 중화요리 전문점이다.",053-984-1344,,,주차 가능,0,,11:00 ~ 21:00,연중무휴,짜장면,짜장면 / 짬뽕 / 새우탕면 / 간짜장 / 잡채덮밥 / 유산슬밥 / 기스면 외,,모두 금연석,가능,가능(일부 메뉴),전화 예약 가능 (053-984-1344),,20040160843
해덕한우,42176,해덕한우,053-768-7007,대구광역시 수성구 동대구로 78,35.8371547964,128.6246276846,"한우 암소 숯불갈비 전문점으로 안창살, 갈빗살, 양념 갈빗살을 맛볼 수 있으며 특히 안창살 맛이 일품이다. 넓은 주차장도 마련해 놓고 있다.",053-768-7007,,,주차 가능,0,,평일 16:00 ~ 23:00<br>주말/공휴일 10:30 ~ 22:00,연중무휴(전화문의),안창살,안창살 / 갈빗살 / 김치찜전골 / 소고기찌개 외,,모두 금연석,가능,,전화 예약 문의 (053-768-7007),"화장실:업소 외부에 위치
",20000174684
